all_params,f1score,precision,recall
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8787348619688655,0.8058107346908672,0.9661712706433826
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8788165002471917,0.8059574737252183,0.9661577228943411
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8787348619688655,0.8058107346908672,0.9661712706433826
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8786745938467926,0.8057188018018762,0.9661577228943411
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8787562406766785,0.8058655408362272,0.9661441751452996
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_3_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8786745938467926,0.8057188018018762,0.9661577228943411
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.878552085835294,0.8056258474363407,0.9659951499058431
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8786337281425637,0.8057725864706918,0.9659816021568016
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.878552085835294,0.8056258474363407,0.9659951499058431
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8786019668021583,0.8056626205919372,0.9660628886510506
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8786836112016637,0.8058093596262882,0.9660493409020091
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8786019668021583,0.8056626205919372,0.9660628886510506
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8785416955555777,0.805570687702946,0.9660493409020091
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8786233485084801,0.8057174267372972,0.9660357931529676
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.2_5_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8785416955555779,0.8055706877029463,0.9660493409020091
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.8792678287958582,0.8066320018325205,0.9662796526357146
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8793493896218876,0.8067787408668716,0.9662661048866731
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.8792678287958582,0.8066320018325205,0.9662796526357146
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8793177199445338,0.8066687749881168,0.9663473913809221
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8793992828653139,0.806815514022468,0.9663338436318806
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8793177199445338,0.8066687749881168,0.9663473913809221
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8792574902764956,0.8065768420991258,0.9663338436318806
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8793390617364754,0.806723581133477,0.9663202958828391
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_5_5b_0.5_3_6b_0.5_3_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8792574902764956,0.8065768420991258,0.9663338436318806
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.8795332654678063,0.8069844112403195,0.9664151301261296
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8796148009572036,0.8071311502746706,0.9664015823770881
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.8795332654678063,0.8069844112403195,0.9664151301261296
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.879583159788103,0.8070211843959159,0.966482868871337
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8796646973729294,0.807167923430267,0.9664693211222956
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.879583159788103,0.8070211843959159,0.966482868871337
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8795229430475857,0.8069292515069248,0.9664693211222956
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8796044891667854,0.807075990541276,0.9664557733732541
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_3_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8795229430475857,0.8069292515069248,0.9664693211222956
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.8794004078176453,0.8068362971413895,0.9663067481337976
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.879481949405643,0.8069830361757406,0.9662932003847561
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.8794004078176453,0.8068362971413895,0.9663067481337976
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8794503013741916,0.8068730702969859,0.9663744868790051
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8795318450576196,0.807019809331337,0.9663609391299636
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8794503013741916,0.8068730702969859,0.9663744868790051
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8793900815214679,0.8067811374079948,0.9663609391299636
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8794716337411,0.806927876442346,0.9663473913809221
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.2_5_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8793900815214679,0.8067811374079948,0.9663609391299636
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.8801156613242728,0.8078424515375691,0.966591250863669
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8801971216109068,0.8079891905719202,0.9665777031146275
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.8801156613242728,0.8078424515375691,0.966591250863669
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8801655650735671,0.8078792246931654,0.9666589896088765
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8802470274581305,0.8080259637275166,0.966645441859835
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8801655650735671,0.8078792246931654,0.9666589896088765
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8801053866972443,0.8077872918041744,0.966645441859835
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8801868576038578,0.8079340308385256,0.9666318941107935
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.6_5_6b_0.5_3_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8801053866972443,0.8077872918041744,0.966645441859835
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.8796074264639611,0.8071376327219711,0.9663744868790051
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8796889421431778,0.8072843717563223,0.9663609391299636
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.2_3_8b_0.3_3_9b_0.1_3,0.8796074264639611,0.8071376327219711,0.9663744868790051
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.5_3_8b_0.5_3_9b_0.1_3,0.8796573232657295,0.8071744058775676,0.9664422256242126
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.5_3_8b_0.05_3_9b_0.1_3,0.8797388410412236,0.8073211449119186,0.9664286778751711
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.5_3_8b_0.3_3_9b_0.1_3,0.8796573232657295,0.8071744058775676,0.9664422256242126
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.8_10_8b_0.5_3_9b_0.1_3,0.8795971166312639,0.8070824729885765,0.9664286778751711
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.8_10_8b_0.05_3_9b_0.1_3,0.8796786429386523,0.8072292120229276,0.9664151301261296
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_3_7b_0.8_10_8b_0.3_3_9b_0.1_3,0.8795971166312639,0.8070824729885765,0.9664286778751711
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_5_7b_0.2_3_8b_0.5_3_9b_0.1_3,0.879474576035355,0.8069895186230414,0.9662661048866731
0b_0.8_1_1b_0.5_3_2b_0.8_5_3b_0.2_3_4b_0.5_3_5b_0.2_3_6b_0.2_5_7b_0.2_3_8b_0.05_3_9b_0.1_3,0.8795560978093772,0.8071362576573925,0.9662525571376316
