params,f1score,precision,recall
year_result_0.01_5,0.38339249300395173,0.24484764803548667,0.8830693780228415
year_result_0.01_5,0.5730119048738825,0.4338400838999114,0.843645428312086
year_result_0.01_5,0.3846983034544129,0.2734387991208077,0.6486120331106987
year_result_0.01_5,0.7478965840389394,0.7108247641666665,0.7890479996748541
year_result_0.01_5,0.8583043147466898,0.7630075845652011,0.9808028396081991
year_result_0.01_5,0.8408811122293198,0.7784380782988615,0.9142156530692426
year_result_0.01_5,0.4988166249983813,0.38244353949422494,0.7169875225231328
