params,f1score,modularity,precision,recall,conductance
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8937127925717061,0.9376333877637104,0.8491093655130453,0.9432620270142116,0.05812196611695117
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8793377485862588,0.937365402728193,0.8444003802567631,0.9172909921016623,0.057414729803581185
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8308535336238272,0.8988677251557967,0.8313933244673538,0.8303144432552532,0.09158710258141255
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.7912900733272618,0.8371597896080524,0.8280791929663825,0.757630769647623,0.16092840839682387
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8790120934432877,0.9055455026482705,0.857636207966579,0.9014807689702355,0.09223004468447617
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8522853774486823,0.8770590631900169,0.8497099026484731,0.8548765122674867,0.12084096827080722
0b_0.8_1_1b_0.8_1_2b_0.5_3_3b_0.5_3_4b_0.5_3_5b_0.6_3_6b_0.5_3_7b_0.5_3_8b_0.05_3_9b_0.008_1,0.8384028917692923,0.8624643890616033,0.8446316604820633,0.8322653191172287,0.13550004822065773
